SO Description,CustCode,Dsg Ctg,Prod Ctg,PPC Delivery Period,Factory,Set Type,MS Qty,WS Qty,KT,Total Bag Bal,Bal To Prod Qty,Bal To Exp Qty,BalToMfg,CastBal
Mined Stone Ring Collection,CUST0022,PENDANT,CLASSIC COLLECTION,Due,F10,MS,1,0,10K,254,467,204,80,175
LGD Halo Ring Order,CUST0084,RING,VINTAGE STYLE,Overdue,F4,MS,21,0,U18K,240,120,166,276,1
LGD Bridal Set Order,CUST0034,RING,LUXURY LINE,W42-2026,F2,MS,25,0,S928,845,52,74,287,148
Mined Stone Ring Collection,CUST0078,BANGLE,LUXURY LINE,W43-2026,F4,MS,49,0,09K,253,179,10,46,100
LGD Diamond Ring Order,CUST0001,RING,FINE JEWELRY,Due,F3,MS,11,0,U14K,462,355,131,109,50
LGD Diamond Necklace,CUST0074,BROOCH,EVERYDAY WEAR,W06-2026,F2,MS,42,0,U09K,660,158,192,258,138
Natural Diamond Bracelet,CUST0028,BRACELET,CLASSIC COLLECTION,W45-2026,F9,WS/MS,24,30,U18K,362,267,23,144,27
Mined Stone Ring Collection,CUST0013,RING,EVERYDAY WEAR,To Check,F2,MS,24,0,09K,784,398,16,67,183
Mined Diamond Bridal Set,CUST0006,NECKLACE,STATEMENT PIECES,W25-2026,F1,WS,0,8,09K,313,319,166,157,81
Mined Diamond Bridal Set,CUST0082,RING,BRIDAL COLLECTION,W23-2026,F4,WS,0,21,10K92,442,73,287,48,37
LGD Pendant Collection,CUST0088,BROOCH,FINE JEWELRY,W21-2026,F1,MS,25,0,S930,45,235,232,76,65
Mined Stone Brooch Order,CUST0026,RING,VINTAGE STYLE,Due,F10,MS,5,0,14K92,246,499,241,10,134
LGD Diamond Ring Order,CUST0045,ANKLET,VINTAGE STYLE,W25-2026,F9,WS,0,11,U09K,885,72,297,48,126
LGD Halo Ring Order,CUST0024,EARRING,FINE JEWELRY,W18-2026,F9,MS,41,0,09K92,917,185,20,236,21
LGD Halo Ring Order,CUST0001,BRACELET,FASHION JEWELRY,Due,F1,WS/MS,30,22,S925,197,395,107,78,180
Natural Stone Pendant,CUST0015,RING,EVERYDAY WEAR,Due,F3,WS,0,44,BRASS,246,342,205,20,83
Mined Diamond Necklace Order,CUST0077,NECKLACE,LUXURY LINE,W47-2026,F4,WS/MS,20,10,U14K,972,70,45,333,122
LGD Diamond Ring Order,CUST0024,PENDANT,LUXURY LINE,W05-2026,F1,MS,17,0,PT95,960,317,63,89,111
Natural Stone Pendant,CUST0098,BROOCH,CLASSIC COLLECTION,W40-2026,F9,WS,0,8,09K,151,96,237,121,193
Mined Stone Earring Set,CUST0066,NECK PIECE,FINE JEWELRY,W35-2026,F3,WS,0,7,BRASS,391,381,91,168,124
Natural Diamond Bracelet,CUST0061,EARRING,FINE JEWELRY,To Check,F2,MS,17,0,10K92,279,49,5,52,15
Natural Diamond Bracelet,CUST0070,BOLO BRACELET,STATEMENT PIECES,W21-2026,F4,WS,0,45,14K92,479,243,253,306,52
LGD Tennis Bracelet Order,CUST0098,PENDANT,STATEMENT PIECES,Due,F4,MS,18,0,U09K,666,186,283,355,27
Mined Stone Earring Set,CUST0008,RING,STATEMENT PIECES,Due,F2,MS,38,0,10K92,689,62,66,14,33
Natural Diamond Ring Order,CUST0098,BROOCH,FASHION JEWELRY,W37-2026,F4,WS/MS,19,13,BRASS,57,209,185,246,2
LGD Solitaire Engagement Ring,CUST0052,PENDANT,STATEMENT PIECES,W15-2026,F1,MS,44,0,09K,898,316,38,397,23
Natural Diamond Bracelet,CUST0070,ANKLET,FINE JEWELRY,Due,F4,WS/MS,19,5,10K,840,107,265,306,150
Mined Stone Ring Collection,CUST0044,BANGLE,VINTAGE STYLE,W25-2026,F10,MS,43,0,U09K,49,417,68,82,37
LGD Diamond Ring Order,CUST0048,PENDANT,BRIDAL COLLECTION,To Check,F2,MS,24,0,BRASS,86,249,50,70,29
Natural Stone Pendant,CUST0091,RING,MODERN DESIGN,W47-2026,F1,MS,36,0,10K92,689,216,6,246,71
Mined Stone Ring Collection,CUST0017,EARRING,CLASSIC COLLECTION,Due,F9,MS,5,0,U10K,435,57,155,11,107
Mined Stone Earring Set,CUST0084,RING,FINE JEWELRY,W47-2026,F9,MS,26,0,14K92,649,363,227,189,2
LGD Tennis Bracelet Order,CUST0042,RING,FINE JEWELRY,W03-2026,F1,WS/MS,3,17,U14K,643,181,76,149,73
LGD Diamond Earring Set,CUST0036,NECK PIECE,STATEMENT PIECES,To Check,F3,WS,0,46,S925,42,54,223,128,175
LGD Diamond Ring Order,CUST0007,NECKLACE,FASHION JEWELRY,W11-2026,F10,WS/MS,16,4,S930,730,323,192,363,162
LGD Tennis Bracelet Order,CUST0050,EAR PARTY,FINE JEWELRY,To Check,F2,WS/MS,11,27,18K,339,41,270,268,189
Mined Diamond Bridal Set,CUST0093,RING,LUXURY LINE,W44-2026,F2,WS/MS,24,24,S928,695,41,63,50,159
Natural Diamond Ring Order,CUST0075,RING,STATEMENT PIECES,Overdue,F1,WS,0,1,09K,650,132,94,310,5
Mined Diamond Bridal Set,CUST0039,RING,CLASSIC COLLECTION,W03-2026,F10,MS,10,0,PT95,123,131,171,374,1
LGD Halo Ring Order,CUST0049,EARRING,BRIDAL COLLECTION,W40-2026,F4,MS,8,0,09KPT,312,221,127,161,104
Mined Diamond Bridal Set,CUST0028,RING,MODERN DESIGN,W42-2026,F10,WS,0,13,14K92,603,352,233,276,108
Natural Diamond Anklet,CUST0011,PENDANT,FASHION JEWELRY,W52-2026,F10,WS/MS,24,17,09K,924,195,181,56,156
LGD Diamond Earring Set,CUST0005,NECKLACE,STATEMENT PIECES,W21-2026,F4,MS,33,0,S928,211,118,78,265,130
Natural Diamond Anklet,CUST0010,RING BRIDAL,BRIDAL COLLECTION,W16-2026,F9,WS,0,26,U14K,202,370,230,56,144
Mined Stone Earring Set,CUST0070,PENDANT,VINTAGE STYLE,W47-2026,F4,WS,0,4,PT95,121,143,52,342,131
Natural Diamond Ring Order,CUST0019,RING,FASHION JEWELRY,W31-2026,F10,MS,42,0,BRASS,877,66,270,120,77
Mined Stone Brooch Order,CUST0062,BANGLE,CLASSIC COLLECTION,W02-2026,F2,MS,8,0,14K,606,206,0,79,126
LGD Bridal Set Order,CUST0078,NECKLACE,FINE JEWELRY,Due,F10,MS,14,0,09KPT,951,284,296,346,15
Natural Diamond Bangle Order,CUST0013,EARRING,FASHION JEWELRY,Due,F1,MS,18,0,U14K,721,412,205,212,104
LGD Solitaire Engagement Ring,CUST0022,BRACELET,LUXURY LINE,W27-2026,F1,MS,36,0,09KPT,398,130,237,349,118
Mined Diamond Bridal Set,CUST0012,BRACELET,LUXURY LINE,W16-2026,F9,MS,48,0,14K,0,177,159,304,22
Natural Diamond Anklet,CUST0080,EARRING,CLASSIC COLLECTION,W14-2026,F9,WS/MS,3,9,S928,860,272,124,32,58
LGD Diamond Necklace,CUST0076,RING,BRIDAL COLLECTION,W37-2026,F1,WS,0,20,18K,606,48,151,322,116
Mined Stone Brooch Order,CUST0004,EARRING,FASHION JEWELRY,W10-2026,F1,WS/MS,18,3,S930,189,101,75,224,113
Natural Diamond Anklet,CUST0059,EARRING,EVERYDAY WEAR,Overdue,F4,MS,44,0,BRASS,939,270,278,358,14
LGD Tennis Bracelet Order,CUST0015,RING,FINE JEWELRY,W26-2026,F3,MS,18,0,U10K,362,161,86,308,136
Natural Diamond Anklet,CUST0081,EARRING,VINTAGE STYLE,W28-2026,F2,MS,15,0,U09K,831,338,273,124,198
Natural Diamond Bangle Order,CUST0061,PENDANT,MODERN DESIGN,W40-2026,F9,WS,0,32,U18K,552,237,144,247,58
Mined Stone Ring Collection,CUST0021,RING BRIDAL,FASHION JEWELRY,Due,F1,WS/MS,11,15,S925,519,493,258,187,114
Mined Stone Earring Set,CUST0084,NECKLACE,LUXURY LINE,W41-2026,F9,WS,0,25,U14K,203,104,233,22,58
Natural Diamond Bracelet,CUST0040,EARRING,MODERN DESIGN,W30-2026,F2,MS,31,0,S928,969,330,243,145,45
Mined Diamond Necklace Order,CUST0054,EARRING,VINTAGE STYLE,W51-2026,F4,MS,38,0,S928,954,355,145,360,183
LGD Tennis Bracelet Order,CUST0099,BANGLE,VINTAGE STYLE,W45-2026,F3,MS,44,0,09K92,937,382,9,0,124
Mined Stone Brooch Order,CUST0040,RING BRIDAL,FASHION JEWELRY,To Check,F4,MS,6,0,09K,867,96,165,158,155
Mined Stone Ring Collection,CUST0014,EAR PARTY,VINTAGE STYLE,Due,F3,MS,21,0,U18K,840,69,171,8,13
Mined Diamond Necklace Order,CUST0076,BANGLE,EVERYDAY WEAR,W49-2026,F4,WS/MS,2,18,14K,851,119,230,61,163
Natural Diamond Anklet,CUST0057,EAR PARTY,FASHION JEWELRY,W52-2026,F3,MS,48,0,10K92,614,144,5,154,112
Natural Diamond Bracelet,CUST0024,PENDANT,EVERYDAY WEAR,W04-2026,F2,WS,0,1,U14K,119,364,5,18,56
LGD Eternity Ring,CUST0009,RING,BRIDAL COLLECTION,W35-2026,F1,MS,32,0,14K92,9,161,78,227,27
Mined Diamond Necklace Order,CUST0014,NECK PIECE,FASHION JEWELRY,W10-2026,F10,WS,0,23,BRASS,494,276,55,38,167
Mined Stone Earring Set,CUST0093,EARRING,STATEMENT PIECES,W15-2026,F3,WS,0,18,10K,284,275,145,77,70
LGD Bridal Set Order,CUST0015,BANGLE,EVERYDAY WEAR,W32-2026,F10,WS,0,1,10K,79,445,81,327,2
Natural Diamond Bangle Order,CUST0008,RING,VINTAGE STYLE,Overdue,F2,WS,0,2,10K,622,475,181,102,69
LGD Diamond Earring Set,CUST0013,PENDANT,STATEMENT PIECES,Due,F9,MS,25,0,S925,954,104,97,218,164
LGD Diamond Earring Set,CUST0026,EARRING,STATEMENT PIECES,W45-2026,F1,WS/MS,5,30,09KPT,418,365,19,245,168
Mined Diamond Bridal Set,CUST0067,RING BRIDAL,FINE JEWELRY,W11-2026,F1,WS/MS,19,3,U14K,946,192,221,234,158
LGD Halo Ring Order,CUST0020,EARRING,EVERYDAY WEAR,W47-2026,F4,WS,0,26,U18K,128,175,80,18,192
Mined Diamond Necklace Order,CUST0085,RING,STATEMENT PIECES,W25-2026,F10,WS,0,48,10K92,210,99,151,140,163
LGD Diamond Ring Order,CUST0061,RING BRIDAL,STATEMENT PIECES,W33-2026,F10,MS,17,0,BRASS,738,402,128,233,53
LGD Solitaire Engagement Ring,CUST0034,NECKLACE,FASHION JEWELRY,W29-2026,F2,WS,0,31,S928,685,65,137,298,12
LGD Solitaire Engagement Ring,CUST0048,EARRING,EVERYDAY WEAR,W45-2026,F9,MS,46,0,U09K,346,353,44,43,116
Natural Diamond Bracelet,CUST0035,BRACELET,LUXURY LINE,W45-2026,F2,MS,3,0,S925,342,200,91,370,151
LGD Pendant Collection,CUST0013,EARRING,STATEMENT PIECES,W51-2026,F2,WS/MS,24,10,09K,33,255,18,294,153
Natural Diamond Bangle Order,CUST0034,NECKLACE,LUXURY LINE,Overdue,F2,WS,0,15,10K,535,186,252,3,40
Mined Stone Ring Collection,CUST0066,PENDANT,CLASSIC COLLECTION,W52-2026,F2,MS,18,0,14K92,976,392,236,72,75
Mined Stone Ring Collection,CUST0017,RING,FINE JEWELRY,W05-2026,F2,WS,0,6,U10K,186,148,51,20,179
LGD Diamond Ring Order,CUST0061,RING,CLASSIC COLLECTION,W01-2026,F4,WS,0,1,PT95,19,299,71,307,195
LGD Bridal Set Order,CUST0073,RING BRIDAL,EVERYDAY WEAR,W21-2026,F2,MS,37,0,09K,569,364,249,93,157
LGD Halo Ring Order,CUST0049,NECKLACE,FINE JEWELRY,W23-2026,F3,WS,0,33,U09K,966,71,205,31,43
LGD Pendant Collection,CUST0069,NECKLACE,CLASSIC COLLECTION,Overdue,F1,WS/MS,8,2,U18K,991,117,154,193,49
Mined Stone Ring Collection,CUST0059,BANGLE,VINTAGE STYLE,Overdue,F3,MS,23,0,U18K,322,347,63,283,123
Mined Diamond Bridal Set,CUST0014,PENDANT,BRIDAL COLLECTION,Overdue,F2,MS,6,0,09K,388,185,158,193,119
LGD Diamond Necklace,CUST0084,BRACELET,FINE JEWELRY,W27-2026,F2,WS/MS,20,30,10K,327,75,274,104,79
Mined Diamond Necklace Order,CUST0010,EARRING,EVERYDAY WEAR,Due,F9,MS,27,0,09KPT,792,463,28,85,6
Mined Diamond Bridal Set,CUST0066,BANGLE,BRIDAL COLLECTION,W16-2026,F4,WS,0,18,PT95,56,211,242,57,108
LGD Solitaire Engagement Ring,CUST0023,EARRING,VINTAGE STYLE,W22-2026,F9,WS,0,35,S928,391,309,223,68,141
Mined Stone Earring Set,CUST0006,RING,STATEMENT PIECES,Due,F4,WS,0,24,14K92,741,279,135,157,38
Mined Stone Ring Collection,CUST0069,BROOCH,MODERN DESIGN,W03-2026,F3,MS,15,0,U18K,31,132,150,21,6
Natural Diamond Anklet,CUST0081,RING BRIDAL,BRIDAL COLLECTION,Due,F10,MS,46,0,PT95,333,489,73,289,39
LGD Diamond Ring Order,CUST0039,RING BRIDAL,BRIDAL COLLECTION,W12-2026,F4,MS,42,0,S925,284,486,153,77,118
Mined Stone Ring Collection,CUST0093,EARRING,BRIDAL COLLECTION,Overdue,F2,WS,0,39,U18K,352,287,234,387,177
Mined Diamond Bridal Set,CUST0057,BOLO BRACELET,MODERN DESIGN,To Check,F4,MS,28,0,18K,228,288,47,34,53
LGD Diamond Earring Set,CUST0023,PENDANT,BRIDAL COLLECTION,W31-2026,F9,WS,0,6,BRASS,240,38,140,314,128
LGD Diamond Bangle,CUST0010,RING,LUXURY LINE,Due,F9,WS/MS,7,18,18K,266,365,98,225,148
Mined Stone Brooch Order,CUST0096,RING,CLASSIC COLLECTION,W35-2026,F10,MS,29,0,18K,431,122,290,230,47
LGD Solitaire Engagement Ring,CUST0021,NECK PIECE,STATEMENT PIECES,W26-2026,F4,MS,2,0,PT95,952,375,58,35,164
Natural Stone Pendant,CUST0048,NECKLACE,LUXURY LINE,W45-2026,F2,MS,26,0,10K,860,420,249,139,9
Mined Stone Brooch Order,CUST0030,NECKLACE,FINE JEWELRY,W50-2026,F1,WS,0,40,18K,169,370,6,354,140
Mined Diamond Bridal Set,CUST0008,PENDANT,VINTAGE STYLE,W43-2026,F4,WS,0,11,S930,398,116,170,299,69
LGD Solitaire Engagement Ring,CUST0100,RING BRIDAL,FINE JEWELRY,W09-2026,F9,MS,11,0,BRASS,683,39,80,133,185
Mined Stone Ring Collection,CUST0076,BRACELET,FASHION JEWELRY,W52-2026,F1,WS,0,31,18K,779,97,161,106,191
Mined Stone Ring Collection,CUST0060,RING BRIDAL,BRIDAL COLLECTION,Due,F9,MS,8,0,PT95,659,130,170,241,60
Natural Diamond Ring Order,CUST0094,EARRING,STATEMENT PIECES,Due,F9,MS,42,0,09K92,324,285,173,104,192
Natural Diamond Anklet,CUST0065,ANKLET,VINTAGE STYLE,Due,F10,MS,48,0,09K,593,22,165,284,101
LGD Diamond Necklace,CUST0015,PENDANT,VINTAGE STYLE,Due,F9,WS,0,27,14K92,389,443,178,29,41
Mined Diamond Bridal Set,CUST0043,RING BRIDAL,STATEMENT PIECES,W34-2026,F1,WS,0,50,10K,331,41,34,179,194
Natural Diamond Anklet,CUST0059,PENDANT,MODERN DESIGN,W50-2026,F4,WS,0,15,S928,366,422,142,82,172
Mined Stone Brooch Order,CUST0078,EARRING,BRIDAL COLLECTION,Due,F4,WS/MS,16,3,S928,802,456,21,128,133
LGD Halo Ring Order,CUST0056,NECKLACE,FASHION JEWELRY,W19-2026,F1,WS,0,26,14K92,613,165,70,266,124
LGD Bridal Set Order,CUST0047,RING,FINE JEWELRY,W11-2026,F10,MS,38,0,14K,923,224,55,278,97
Mined Stone Earring Set,CUST0094,BRACELET,VINTAGE STYLE,W39-2026,F2,MS,22,0,S928,731,359,274,209,65
LGD Diamond Necklace,CUST0054,RING,MODERN DESIGN,W40-2026,F1,MS,16,0,PT95,713,298,271,273,179
Natural Diamond Ring Order,CUST0050,RING BRIDAL,STATEMENT PIECES,W52-2026,F4,MS,16,0,09K,179,260,17,132,87
LGD Bridal Set Order,CUST0040,RING BRIDAL,FINE JEWELRY,W42-2026,F3,WS/MS,8,8,U10K,510,26,106,108,29
Mined Stone Brooch Order,CUST0081,RING,LUXURY LINE,Due,F10,MS,18,0,S928,363,202,179,102,179
LGD Tennis Bracelet Order,CUST0038,BANGLE,BRIDAL COLLECTION,W04-2026,F2,MS,17,0,10K,883,75,195,222,182
Mined Diamond Bridal Set,CUST0025,RING BRIDAL,FINE JEWELRY,To Check,F1,MS,35,0,10K,571,351,44,287,89
Natural Stone Pendant,CUST0041,ANKLET,EVERYDAY WEAR,Due,F1,WS,0,43,10K,262,176,115,250,22
Mined Stone Ring Collection,CUST0030,RING,FINE JEWELRY,W14-2026,F2,WS,0,6,U14K,635,151,200,31,68
Mined Diamond Bridal Set,CUST0088,BRACELET,STATEMENT PIECES,W33-2026,F4,MS,49,0,S925,709,291,20,349,28
Natural Diamond Ring Order,CUST0097,RING,CLASSIC COLLECTION,W39-2026,F10,WS,0,41,U14K,413,333,89,371,153
LGD Diamond Earring Set,CUST0085,PENDANT,STATEMENT PIECES,W45-2026,F2,MS,45,0,U14K,374,165,215,354,150
Mined Stone Brooch Order,CUST0048,RING,MODERN DESIGN,Due,F10,WS/MS,20,4,10K92,957,364,280,260,101
LGD Bridal Set Order,CUST0021,EARRING,MODERN DESIGN,Due,F10,MS,15,0,U18K,357,19,252,286,14
Mined Stone Brooch Order,CUST0087,NECKLACE,FASHION JEWELRY,W27-2026,F4,MS,9,0,10K,247,202,160,368,194
LGD Halo Ring Order,CUST0046,RING,BRIDAL COLLECTION,To Check,F2,MS,33,0,PT95,439,208,105,54,44
Mined Stone Ring Collection,CUST0030,RING,EVERYDAY WEAR,Overdue,F3,WS/MS,17,17,BRASS,328,64,143,301,80
Mined Stone Earring Set,CUST0086,NECK PIECE,CLASSIC COLLECTION,W22-2026,F9,WS,0,22,14K92,755,45,39,120,172
LGD Tennis Bracelet Order,CUST0027,BRACELET,LUXURY LINE,W45-2026,F2,WS/MS,30,25,S930,665,222,13,123,166
LGD Bridal Set Order,CUST0043,RING,FASHION JEWELRY,W25-2026,F1,MS,5,0,09K92,284,235,204,276,186
LGD Halo Ring Order,CUST0007,PENDANT,EVERYDAY WEAR,Overdue,F1,WS,0,47,10K,26,143,151,86,138
Mined Stone Brooch Order,CUST0085,EARRING,LUXURY LINE,W49-2026,F4,WS,0,3,14K,60,452,30,55,69
Natural Diamond Bracelet,CUST0093,RING,CLASSIC COLLECTION,Due,F4,WS,0,34,S928,546,420,275,68,91
Mined Diamond Necklace Order,CUST0083,EARRING,FINE JEWELRY,W51-2026,F4,MS,18,0,BRASS,753,267,58,173,160
LGD Diamond Bangle,CUST0098,NECK PIECE,CLASSIC COLLECTION,Due,F2,WS,0,19,14K,738,9,274,212,98
LGD Eternity Ring,CUST0007,NECKLACE,STATEMENT PIECES,W40-2026,F2,WS/MS,24,13,U18K,144,5,76,21,197
LGD Halo Ring Order,CUST0029,RING,CLASSIC COLLECTION,W13-2026,F9,MS,29,0,18K,720,329,272,392,40
LGD Solitaire Engagement Ring,CUST0029,PENDANT,LUXURY LINE,Overdue,F1,WS,0,6,PT95,237,423,199,315,135
Mined Stone Ring Collection,CUST0084,RING BRIDAL,CLASSIC COLLECTION,W49-2026,F1,MS,34,0,10K92,9,141,258,87,58
Natural Diamond Bangle Order,CUST0058,RING,FINE JEWELRY,W07-2026,F4,WS/MS,14,11,S930,504,287,288,23,16
LGD Eternity Ring,CUST0099,ANKLET,CLASSIC COLLECTION,Due,F1,WS,0,20,09K,281,44,16,334,78
LGD Tennis Bracelet Order,CUST0085,RING,FASHION JEWELRY,W16-2026,F4,MS,6,0,S928,351,43,244,62,148
LGD Diamond Earring Set,CUST0046,NECK PIECE,STATEMENT PIECES,Overdue,F1,WS,0,16,BRASS,376,306,86,185,29
LGD Diamond Necklace,CUST0046,PENDANT,FASHION JEWELRY,Due,F4,MS,34,0,S925,689,141,177,246,69
Natural Diamond Ring Order,CUST0013,NECKLACE,FASHION JEWELRY,W30-2026,F1,MS,37,0,U14K,475,247,16,323,145
LGD Bridal Set Order,CUST0001,EAR PARTY,EVERYDAY WEAR,W48-2026,F10,MS,40,0,U18K,872,475,142,361,192
Natural Diamond Ring Order,CUST0031,RING,STATEMENT PIECES,W15-2026,F2,MS,43,0,U14K,5,235,146,292,113
Natural Diamond Bracelet,CUST0046,EARRING,MODERN DESIGN,W46-2026,F4,WS,0,13,18K,517,419,36,276,103
Mined Stone Earring Set,CUST0007,NECKLACE,FASHION JEWELRY,W37-2026,F4,MS,27,0,BRASS,480,232,298,300,132
LGD Pendant Collection,CUST0062,RING,LUXURY LINE,Due,F2,WS/MS,15,22,S928,603,411,253,272,155
Natural Diamond Bangle Order,CUST0054,RING BRIDAL,EVERYDAY WEAR,W46-2026,F10,WS/MS,6,10,10K92,134,389,44,90,139
LGD Diamond Ring Order,CUST0035,RING BRIDAL,FASHION JEWELRY,W05-2026,F10,WS/MS,22,2,S930,684,452,72,0,122
Mined Stone Brooch Order,CUST0050,BRACELET,LUXURY LINE,W05-2026,F9,WS,0,18,09K92,678,90,144,137,100
LGD Bridal Set Order,CUST0095,RING BRIDAL,LUXURY LINE,To Check,F1,MS,48,0,BRASS,465,388,149,310,130
LGD Eternity Ring,CUST0074,ANKLET,CLASSIC COLLECTION,W11-2026,F3,MS,10,0,PT95,612,38,123,352,5
Natural Stone Pendant,CUST0072,RING BRIDAL,STATEMENT PIECES,W46-2026,F2,MS,7,0,U14K,264,174,142,143,170
LGD Halo Ring Order,CUST0030,RING BRIDAL,FASHION JEWELRY,W27-2026,F4,MS,41,0,U09K,923,27,290,253,124
Mined Diamond Bridal Set,CUST0051,EARRING,FINE JEWELRY,Overdue,F4,MS,47,0,U10K,414,5,5,390,99
LGD Diamond Bangle,CUST0055,BRACELET,CLASSIC COLLECTION,W25-2026,F2,WS/MS,9,28,U10K,218,420,165,205,27
LGD Diamond Earring Set,CUST0014,ANKLET,STATEMENT PIECES,W27-2026,F10,WS,0,34,U18K,648,277,127,201,17
Mined Stone Earring Set,CUST0012,BRACELET,LUXURY LINE,To Check,F9,WS,0,26,09K92,917,147,45,106,49
Natural Diamond Bangle Order,CUST0049,RING,STATEMENT PIECES,W32-2026,F2,WS,0,9,U09K,473,146,15,37,174
Mined Diamond Necklace Order,CUST0092,NECKLACE,BRIDAL COLLECTION,Overdue,F2,WS/MS,21,29,PT95,792,127,217,211,59
Natural Diamond Bangle Order,CUST0097,BANGLE,STATEMENT PIECES,W40-2026,F1,WS/MS,15,11,09KPT,40,139,273,20,112
LGD Diamond Bangle,CUST0084,RING,BRIDAL COLLECTION,Overdue,F9,WS/MS,9,4,09KPT,283,105,221,226,135
Mined Stone Earring Set,CUST0025,NECKLACE,VINTAGE STYLE,Due,F2,WS,0,19,10K,104,204,114,124,153
LGD Diamond Ring Order,CUST0064,EARRING,STATEMENT PIECES,To Check,F3,WS,0,29,S925,349,491,232,345,200
Natural Diamond Bracelet,CUST0041,EAR PARTY,FINE JEWELRY,W32-2026,F1,WS,0,50,14K,652,17,157,121,72
LGD Halo Ring Order,CUST0097,NECKLACE,VINTAGE STYLE,Overdue,F2,MS,9,0,10K92,332,471,270,235,103
Natural Diamond Anklet,CUST0055,EARRING,LUXURY LINE,W43-2026,F3,MS,21,0,U09K,820,309,151,12,192
LGD Tennis Bracelet Order,CUST0045,RING,LUXURY LINE,W05-2026,F3,WS,0,32,10K,396,3,91,5,187
LGD Diamond Necklace,CUST0095,RING,VINTAGE STYLE,Due,F9,WS/MS,6,26,09K,96,267,82,307,22
LGD Tennis Bracelet Order,CUST0098,RING,MODERN DESIGN,Due,F4,MS,3,0,U18K,805,406,32,368,167
Mined Stone Brooch Order,CUST0086,EAR PARTY,STATEMENT PIECES,Overdue,F1,WS,0,42,U14K,13,396,106,368,6
Natural Diamond Bangle Order,CUST0093,BRACELET,CLASSIC COLLECTION,W43-2026,F4,MS,42,0,14K,416,242,184,225,17
Natural Diamond Anklet,CUST0049,PENDANT,BRIDAL COLLECTION,W26-2026,F2,WS/MS,27,28,14K,379,179,127,53,109
LGD Diamond Bangle,CUST0098,BANGLE,MODERN DESIGN,W33-2026,F2,WS,0,45,09K92,447,310,219,138,82
Mined Diamond Bridal Set,CUST0007,RING BRIDAL,LUXURY LINE,To Check,F3,WS,0,9,S925,82,330,237,88,133
Mined Diamond Bridal Set,CUST0006,BANGLE,VINTAGE STYLE,Overdue,F9,MS,28,0,U09K,125,176,211,298,48
LGD Eternity Ring,CUST0050,RING,BRIDAL COLLECTION,W37-2026,F3,WS,0,16,S930,84,270,84,84,90
Mined Stone Brooch Order,CUST0096,BANGLE,CLASSIC COLLECTION,W11-2026,F1,WS,0,32,10K,14,213,266,330,97
LGD Diamond Ring Order,CUST0099,RING,FASHION JEWELRY,W32-2026,F4,WS/MS,25,8,S925,137,287,54,89,79
LGD Halo Ring Order,CUST0061,BANGLE,MODERN DESIGN,W44-2026,F9,MS,37,0,U10K,637,432,222,95,21
Natural Diamond Bangle Order,CUST0059,RING,FASHION JEWELRY,To Check,F3,WS,0,28,S930,774,229,251,249,79
Natural Stone Pendant,CUST0025,BOLO BRACELET,VINTAGE STYLE,W33-2026,F3,MS,12,0,BRASS,412,112,223,241,11
LGD Halo Ring Order,CUST0040,PENDANT,STATEMENT PIECES,W17-2026,F4,MS,44,0,S928,268,279,155,235,63
LGD Diamond Necklace,CUST0069,RING,BRIDAL COLLECTION,W29-2026,F2,WS,0,35,S930,631,259,248,75,7
Natural Diamond Bracelet,CUST0014,EARRING,BRIDAL COLLECTION,Overdue,F4,WS,0,12,18K,633,225,132,228,124
Mined Stone Brooch Order,CUST0017,EAR PARTY,MODERN DESIGN,W23-2026,F1,WS/MS,14,1,U09K,235,250,117,382,79
LGD Diamond Earring Set,CUST0026,RING,FINE JEWELRY,W35-2026,F10,MS,3,0,PT95,683,8,166,45,168
Natural Diamond Anklet,CUST0051,BRACELET,STATEMENT PIECES,W49-2026,F3,WS,0,22,10K,267,197,222,313,65
Mined Stone Earring Set,CUST0085,EARRING,EVERYDAY WEAR,W46-2026,F2,WS,0,40,U10K,566,165,295,67,200
Mined Diamond Necklace Order,CUST0071,EARRING,VINTAGE STYLE,W27-2026,F1,MS,39,0,14K92,21,357,200,385,1
Mined Stone Ring Collection,CUST0011,RING BRIDAL,FASHION JEWELRY,Overdue,F2,WS,0,36,S925,287,351,260,143,176
LGD Eternity Ring,CUST0093,NECKLACE,EVERYDAY WEAR,Overdue,F4,WS,0,40,09K92,148,116,79,336,162
Mined Diamond Necklace Order,CUST0094,RING,EVERYDAY WEAR,Overdue,F1,WS/MS,11,8,10K,268,423,91,377,196
Mined Stone Ring Collection,CUST0047,RING BRIDAL,MODERN DESIGN,W15-2026,F3,MS,3,0,S928,438,58,150,374,69
LGD Diamond Earring Set,CUST0026,RING BRIDAL,MODERN DESIGN,W05-2026,F4,MS,24,0,U18K,518,345,67,85,172
Mined Stone Ring Collection,CUST0081,EARRING,BRIDAL COLLECTION,W08-2026,F1,WS,0,33,09K,399,187,297,330,189
LGD Eternity Ring,CUST0045,NECKLACE,EVERYDAY WEAR,To Check,F10,WS/MS,19,20,PT95,366,386,79,190,10
Mined Stone Ring Collection,CUST0075,EARRING,CLASSIC COLLECTION,W31-2026,F3,WS,0,13,S928,169,69,21,346,0
Natural Stone Pendant,CUST0017,EARRING,FASHION JEWELRY,W24-2026,F4,WS/MS,25,27,14K,715,300,126,362,25
Mined Stone Brooch Order,CUST0046,RING,FINE JEWELRY,W24-2026,F9,MS,6,0,09KPT,553,0,121,218,96
